20,Porifera,Demospongea,Protomonaxonida,Piraniidae,Pirania auraeum,"sessile, suspension feeder (demospongea)",[S1-S3],"Lower part of the Fezouata Formation, Upper part of the Fezouata Formation",,Auraeopirania auraeum (new genus name [S4]),34 mm,,,,,,,,
21,Porifera,Demospongea,Protomonaxonida,Piraniidae,piraniid A,"sessile, suspension feeder (demospongea)",[S2],Lower part of the Fezouata Formation,poorly preserved,,,,,,,,,,
22,Porifera,Demospongea,Protomonaxonida,Undetermined,undetermined,"sessile, suspension feeder (demospongea)",[S2],,not in feeding list,,,,,,,,,,
23,Porifera,Demospongea,-,Hazeliidae,hazeliid,"sessile, suspension feeder (demospongea)",[S2],Lower part of the Fezouata Formation,one species,,,,,,,,,,
24,Porifera,Hexactinellida,Reticulosa,-,Hexactinellids,"sessile, suspension feeder",[S1],,,,~26 mm,,,,,,,,
25,Porifera,Hexactinellida,Reticulosa,-,reticulosan A,"sessile, suspension feeder",[S2],Lower part of the Fezouata Formation,,,,,,,,,,,
26,Porifera,Hexactinellida,Reticulosa,-,reticulosan B,"sessile, suspension feeder",[S2],Lower part of the Fezouata Formation,,,,,,,,,,,
27,Porifera,Hexactinellida,Reticulosa,-,reticulosan C,"sessile, suspension feeder",[S2],Lower part of the Fezouata Formation,,,,,,,,,,,
28,Porifera,Hexactinellida,Reticulosa,-,reticulosan D,"sessile, suspension feeder",[S2],Lower part of the Fezouata Formation,,,,,,,,,,,
29,Porifera,Hexactinellida,Reticulosa,-,reticulosan E,"sessile, suspension feeder",[S2],Lower part of the Fezouata Formation,,,,,,,,,,,
30,Porifera,Hexactinellida,Reticulosa,-,species ressembling Valospongia,"sessile, suspension feeder",[S2],Lower part of the Fezouata Formation,,,,,,,,,,,
31,Porifera,-,-,Wapkidae,Wapkiids,,[S1],,,,,,,,,,,,
32,Porifera,-,monaxonid,,undetermined sponge A,,[S2],,not in feeding list,,,,,,,,,,
33,Porifera,-,,,undetermined sponge B,,[S2],,"not in feeding list, poorly preserved specimen, broadly annulated, thick-walled",,,,,,,,,,
34,Porifera,-,,,undetermined sponge C,,[S2],Lower part of the Fezouata Formation because of S. murrayi ?,"not in feeding list, poorly preserved, in dense assemblage of S. murrayi",,,,,,,,,,
35,CNIDARIA,Hydrozoa ?,Hydroidea?,-,Webbyites felix,"benthic, filter-feeder",[S5],Lower part of the Fezouata Formation,,Plumalina-like form  [S1],,,,,,,,,
36,Cnidaria,Medusozoa,,,Sphenothallus sp. 1,"sessile, benthic, poss. filter-feeder [S130]","[S1, S6]",Lower part of the Fezouata Formation,,,15-60 mm,,,,,,,,
37,Cnidaria,Medusozoa,,,?Sphenothallus sp. 2,"sessile, benthic, poss. filter-feeder [S130]",[S6],,,,,,,,,,,,
38,Cnidaria,Scyphozoa (Subphylum Medusozoa),,Conulariida,Archaeoconularia sp.,"sessile, benthic, filter-feeding",[S6-S8],"Lower part of the Fezouata Formation, Upper part of the Fezouata Formation",frequently occurs in monospecific mass associations (probable clumped distribution on the seafloor),,"100-200 mm, even 500 mm (some smaller)",,,,,,,,
39,Cnidaria,Scyphozoa (Subphylum Medusozoa),,Conulariida,Eoconularia sp.,"sessile, benthic (often attached to brachiopods?), filter-feeding",[S6-S8],Lower part of the Fezouata Formation,frequently occurs in monospecific mass associations (probable clumped distribution on the seafloor),,<50 mm - 55 mm (generally smaller),,,,,,,,
40,HYOLITHA (LOPHOPHORATA),Hyolitha,Hyolithida,Hyolithidae,Cavernolites senex,filter/suspension feeder [S9],[S10],Upper part of the Fezouata Formation,,,"90mm long minimum, aperture width 24 mm",,,,,,,,
41,Hyolitha,Hyolitha,Hyolithida,Hyolithidae,Cavernolites n. sp.,filter/suspension feeder,[S10],Lower part of the Fezouata Formation,,,"not mentioned, maybe similar to Cavernolites senex ?",,,,,,,,
42,Hyolitha,Hyolitha,Hyolithida,Hyolithidae,Elegantilites sp. A,filter/suspension feeder,[S10],Lower part of the Fezouata Formation,,,"cardinal shield 1mm, shield length 4.5 mm, total length over 25 mm",,,,,,,,
43,Hyolitha,Hyolitha,Hyolithida,Hyolithidae,Gamalites? sp.,filter/suspension feeder,[S10],Upper part of the Fezouata Formation,,,operculum 3.4 x 2.6 mm,,,,,,,,
44,Hyolitha,Hyolitha,Hyolithida,Hyolithidae,Gompholites sp. A,filter/suspension feeder,[S10],Upper part of the Fezouata Formation,,,"14 mm long minimum-20/26.4mm/30-40mm (other species), width aperture 3.5mm (other species Gompholites cf. cinctus)",,,,,,,,
45,Hyolitha,Hyolitha,Hyolithida,Pauxillitidae,Pauxillites thaddei,suspension feeder,"[S11, S12]",Upper part of the Fezouata Formation,,,20-23 mm long,,,,,,,,
46,Hyolitha,Hyolitha,Orthothecida,Orthothecidae,Nephrotheca? n. sp.,deposit feeder,[S10],Upper part of the Fezouata Formation,,,over 10 mm (undet. Hyolithida - ~10mm-30mm (L+U)-63mm (U)),,,,,,,,
47,BRACHIOPODA,Lingulata,Acrotretida,Acrotretidae,Eurytreta sp.,suspension feeder,[S13],Upper part of the Fezouata Formation,,,1-2 mm,,,,,,,,
48,Brachiopoda ,Lingulata,Lingulida,Acrothelidae,Orbithele tazagurta,suspension feeder,[S13],Lower part of the Fezouata Formation,,,5 mm,,,,,,,,
49,Brachiopoda ,Lingulata,Lingulida,Acrothelidae,Orbithele sp. 1,suspension feeder,[S13],Upper part of the Fezouata Formation,,,20 mm,,,,,,,,
50,Brachiopoda ,Lingulata,Lingulida,Acrothelidae,Orbithele sp. 2,suspension feeder,[S13],Upper part of the Fezouata Formation,,,9 mm,,,,,,,,
51,Brachiopoda ,Lingulata,Lingulida,Obolidae,Glossella sp.,suspension feeder,[S13],Lower part of the Fezouata Formation,,,11 mm,,,,,,,,
52,Brachiopoda ,Lingulata,Lingulida,Obolidae,Lingulella lata?,suspension feeder,[S13],Lower part of the Fezouata Formation,,,5-7 mm,,,,,,,,
53,Brachiopoda ,Lingulata,Lingulida,Obolidae,Obolidae indet.,suspension feeder,[S13],Lower part of the Fezouata Formation,,,3 mm,,,,,,,,
54,Brachiopoda ,Lingulata,Lingulida,Obolidae,Paldiskites aff. sulcatus,suspension feeder,[S13],Upper part of the Fezouata Formation,,,6-7 mm,,,,,,,,
55,Brachiopoda ,Lingulata,Lingulida,Obolidae,Rafanoglossa inversa,suspension feeder,[S13],"Lower part of the Fezouata Formation, Upper part of the Fezouata Formation ",,,8-11 mm,,,,,,,,
56,Brachiopoda ,Lingulata,Lingulida,Obolidae,Spondyglossella? sp.,suspension feeder,[S13],Lower part of the Fezouata Formation,,,6-13 mm,,,,,,,,
57,Brachiopoda ,Lingulata,Lingulida,Obolidae,Wosekella filiola,suspension feeder,[S13],Lower part of the Fezouata Formation,,,5-13 mm,,,,,,,,
58,Brachiopoda,Lingulata,Lingulida,Obolidae,Wosekella maghribi ,endobenthic (ordovician Wosekella) or semi-infaunal suspension feeder (Cambrian Wosekella),[S13],Lower part of the Fezouata Formation,uncertain phylogeny,,"~ 10 mm ??, 7-8mm",,,,,,,,
59,Brachiopoda ,Lingulata,Lingulida,Pseudolingulidae,Sedlecilingula sp.,suspension feeder,[S13],Lower part of the Fezouata Formation,,,17-25 mm,,,,,,,,
60,Brachiopoda ,Lingulata,Lingulida,Zhanatellidae,Thysanotos cf. siluricus,suspension feeder,[S13],"Lower part of the Fezouata Formation, Upper part of the Fezouata Formation",,,25-34 mm,,,,,,,,
61,Brachiopoda ,Lingulata,Siphonotretida,Siphonotretidae,Celdobolus mirandus,"sessile, suspension feeder ",[S13],"Lower part of the Fezouata Formation, Upper part of the Fezouata Formation",uncertain phylogeny,,4 mm,,,,,,,,
62,Brachiopoda ,Paterinata,Paterinida,Paterinidae,Lacunites punctum,suspension feeder,[S13],Lower part of the Fezouata Formation,,,10-13 mm,,,,,,,,
63,Brachiopoda,Rhynchonellata,Orthida,Angusticardiniidae,Angusticardinia sp.,"sessile, suspension feeder ","[S7, S13, S14]",Lower part of the Fezouata Formation,,,4 mm,,,,,,,,
64,Brachiopoda ,Rhynchonellata,Orthida,Draboviidae,Nocturnellia sp.,suspension feeder,[S13],Lower part of the Fezouata Formation,,,3-6 mm,,,,,,,,
65,Brachiopoda ,Rhynchonellata,Orthida,Euorthisinidae,Euorthisina sp. 1,suspension feeder,[S13],Lower part of the Fezouata Formation,,,5 mm,,,,,,,,
66,Brachiopoda ,Rhynchonellata,Orthida,Euorthisinidae,Euorthisina sp. 2,suspension feeder,[S13],Upper part of the Fezouata Formation,,,13-16 mm,,,,,,,,
67,Brachiopoda ,Rhynchonellata,Orthida,Giraldiellidae,Kvania sp.,suspension feeder,[S13],Lower part of the Fezouata Formation,,,9 mm,,,,,,,,
68,Brachiopoda ,Rhynchonellata,Orthida,Heterorthidae,Incorthis sp.,suspension feeder,[S13],Lower part of the Fezouata Formation,,,8 mm,,,,,,,,
69,Brachiopoda ,Rhynchonellata,Orthida,Nanorthidae,Nothorthis sp.,suspension feeder,[S13],"Lower part of the Fezouata Formation, Upper part of the Fezouata Formation",,,6-19 mm,,,,,,,,
70,Brachiopoda ,Rhynchonellata,Orthida,Orthidae,Paralenorthis? sp.,suspension feeder,[S13],Upper part of the Fezouata Formation,,,3-4 mm,,,,,,,,
71,Brachiopoda ,Rhynchonellata,Orthida,Plectorthidae,Nanorthis sp.,suspension feeder,[S13],"Lower part of the Fezouata Formation, Upper part of the Fezouata Formation",,,10-13 mm,,,,,,,,
72,Brachiopoda,Rhynchonellata,Orthida,Plectorthidae,Plectorthis? cf. simplex,"sessile, suspension feeder ","[S13, S14]","Lower part of the Fezouata Formation, Upper part of the Fezouata Formation",,,8-9 mm,,,,,,,,
73,Brachiopoda,Rhynchonellata,Orthida,Paurorthidae,Paurorthis tadristensis,"sessile, suspension feeder ","[S7, S14]",Upper part of the Fezouata Formation,,Paurothis (spelling mistake ?),,,,,,,,,
74,Brachiopoda ,Rhynchonellata,Orthida,Ranorthidae,Tinzoulinorthis fasciata,suspension feeder,"[S13, S14]","Lower part of the Fezouata Formation, Upper part of the Fezouata Formation",,Ranorthis fasciata,2-5mm,,,,,,,,
75,Brachiopoda ,Rhynchonellata,Orthida,Ranorthidae,Tinzoulinorthis? sp.,suspension feeder,[S13],Lower part of the Fezouata Formation,,,3-5 mm,,,,,,,,
76,Brachiopoda,Rhynchonellata,Orthida,Tarfayidae,Tarfaya marocana,"sessile, suspension feeder ","[S7, S13, S14]",Upper part of the Fezouata Formation,,,10-17 mm,,,,,,,,
77,Brachiopoda,Rhynchonellata,Orthida,Tarfayidae,Tarfaya sp.,suspension feeder,[S13],Lower part of the Fezouata Formation,,,10 mm,,,,,,,,
78,BRYOZOA,,Cystosporata,,ceramoporoid bryozoan,"encrusting shells of cephalophod Rioceras?, filter/suspension feeder",[S15],Upper part of the Fezouata Formation,,,,,,,,,,,
79,Bryozoa,-,-,-,bryozoan,filter/suspension feeder (Bryozoa),[S1],Upper part of the Fezouata Formation,,,,,,,,,,,
80,MOLLUSCA,Aculifera (not class),Sachitida ,Siphogonuchitoidea,Calvapilosa kroegeri,"grazer, actively mobile (Sachitida), epibenthic","[S16, S17]",Lower part of the Fezouata Formation,,,15 - 120 mm,,,,,,,,
81,Mollusca,"Bivalvia, Heteroconchia",Actinodontida,Intihuarellidae,Cienagomya? sp.,infaunal filter feeder,[S18],Upper part of the Fezouata Formation,,,2-9 mm ?? (Cienagomya bidentata),,,,,,,,
82,Mollusca,"Bivalvia, Heteroconchia",Actinodontida,Redoniidae,Redonia michelae,"infaunal filter feeder, epibenthic","[S1, S7, S18, S19]","Lower part of the Fezouata Formation, Upper part of the Fezouata Formation",,,4.2 mm à 17.5 mm ?,,,,,,,,
83,Mollusca,"Bivalvia, Heteroconchia",Lucinida,Babinkidae,Babinka prima,"mobile, infaunal suspension-feeder, rapid burrower, mining-feeder, maybe chemosymbiosis (?)(like other lucinidae?)","[S1, S7, S18, S19]","Lower part of the Fezouata Formation, Upper part of the Fezouata Formation","som, phytoplankton, based on other lucinidae",Anuscula ?,24 mm,,,,,,,,
84,Mollusca,"Bivalvia, Heteroconchia",Lucinida,Coxiconchiidae,Coxiconchia guiraudi,"rapid burrower, infaunal filter-feeder","[S1, S18]",Upper part of the Fezouata Formation,,Coxiconcha,5mm (Coxiconchia babini),,,,,,,,
85,Mollusca,"Bivalvia, Protobranchia",Afghanodesmatida,Tironuculidae,Ekaterodonta courtessolei,"deposit feeder, burrower",[S18],Upper part of the Fezouata Formation,,,5.5 mm (juvenile),,,,,,,,
86,Mollusca,"Bivalvia, Protobranchia",Nuculida,Praenuculidae,Cardiolaria? sp.,infaunal deposit feeder,[S18],Upper part of the Fezouata Formation,,,10-20 mm ???,,,,,,,,
87,Mollusca,"Bivalvia, Protobranchia",Nuculida,Praenuculidae,Praenucula sp.,"infaunal deposit feeder (Praenculidae), facultatively mobile","[S7, S18, S19]",Upper part of the Fezouata Formation,,,~15 mm ?,,,,,,,,
88,Mollusca,"Bivalvia, Protobranchia",Solemyida,Ctenodontidae,Alococoncha?,infaunal deposit feeder,[S18],Upper part of the Fezouata Formation,,Aloconcha,???,,,,,,,,
89,Mollusca,"Bivalvia, Pteriomorpha",Arcida,Glyptarcidae,Glyptarca sp.,infaunal filter feeder,[S18],Upper part of the Fezouata Formation,,,9 mm,,,,,,,,
90,Mollusca,Cephalopoda,Discosorida,Apocrinoceratidae,Destombesiceras zagorense,"actively mobile, carnivore (Cephalopoda), nektobenthic",[S15],Upper part of the Fezouata Formation,exogastrically curved shell,,16 mm diameter,,,,,,,,
91,Mollusca,Cephalopoda,Dissidocerida,Polymeridae,Polymeres sp.,"fast-moving, carnivore (Cephalopoda)",[S15],"Lower part of the Fezouata Formation, Upper part of the Fezouata Formation",,,26 mm diameter,,,,,,,,
92,Mollusca,Cephalopoda,Ellesmerocerida,Bathmoceratidae,Bathmoceras australe,"actively mobile, carnivore (Cephalopoda), nektobenthic",[S15],Upper part of the Fezouata Formation,,,"31 mm body chamber width, 56 mm siphuncle diameter",,,,,,,,
93,Mollusca,Cephalopoda,Ellesmerocerida,Bathmoceratidae,Bathmoceras taichoutense,"actively mobile, carnivore (Cephalopoda)",[S15],Upper part of the Fezouata Formation,,,15 mm width,,,,,,,,
94,Mollusca,Cephalopoda,Ellesmerocerida,Rioceratidae,Rioceras sp.,"actively mobile, carnivore (Cephalopoda), nektobenthic",[S15],Upper part of the Fezouata Formation,,,37 mm width,,,,,,,,
95,Mollusca,Cephalopoda,Endocerida,Protocameroceratitdae,Protocyptendoceras longicameratum,"actively mobile, suspension feeder (Mironenko, 2018)",[S15],Upper part of the Fezouata Formation,large straight slender or curved shells with heavy endosiphuncular deposits,,26 mm diameter,,,,,,,,
96,Mollusca,Cephalopoda,Orthocerida,Baltoceratidae,Bactroceras sp.,"actively mobile, carnivore (Orthocerida)",[S15],Upper part of the Fezouata Formation,straight shell,,23 mm diameter,,,,,,,,
97,Mollusca,Gastropoda,Bellerophontida,Sinuitidae,Sinuites sp.,"actively mobile, predator of infauna",[S20],Upper part of the Fezouata Formation,,,15 mm,,,,,,,,
98,Mollusca,Gastropoda,Euomphalina,Lesueurillidae,Lesueurilla prima,"epibenthic, filter feeder","[S1, S7, S20, S21]",Upper part of the Fezouata Formation,,Ophileta prima ?,~10-25 mm,,,,,,,,
99,Mollusca,Paragastropoda,Mimospirida,Onychochilidae,Pelecyogyra fezouataensis,"epibenthic, mobile browser, deposit feeder ?","[S20, S22]",Lower part of the Fezouata Formation,,,max 30 mm (3mm to 30),,,,,,,,
100,Mollusca,Tergomya,Cyrtonellida,Carcassonnellidae,Carcassonnella courtessolei,"endobenthic, deposit feeder","[S1, S7, S20]",Upper part of the Fezouata Formation,mix of juveniles and adults,Gamadiscus courtessolei ?,~2-9 mm,,,,,,,,
101,Mollusca,Tergomya,Cyrtonellida,Carcassonnellidae,Carcassonnella vizcainoi,deposit feeder,[S20],Upper part of the Fezouata Formation,,,~6-8 mm,,,,,,,,
102,Mollusca,Tergomya,Cyrtonellida,Carcassonnellidae,Carcassonnella sp.,deposit feeder,"[S1, S20]","Lower part of the Fezouata Formation, Upper part of the Fezouata Formation",,,2 mm ?? ,,,,,,,,
103,Mollusca,Tergomya,Cyrtonellida,Cyrtolitidae?,Thoralispira? cf. occitana,"epibenthic, deposit feeder","[S20, S21]",Upper part of the Fezouata Formation,,,,,,,,,,,
104,Mollusca,Tergomya,Cyrtonellida,Cyrtolitidae?,Thoralispira laevis,"epibenthic, deposit feeder","[S1, S7, S20, S21]",Upper part of the Fezouata Formation,,Cymbularia laevis ?,max 29 mm,,,,,,,,
105,Mollusca,Rostroconchia,Ribeirioida,Ribeiriidae,Ribeiria cf. personata,"filter/suspension feeder, sessile (rostrconchia)","Gutiérrez-Marco, herein",Lower part of the Fezouata Formation,,,12-15 mm ?,,,,,,,,
106,Mollusca,Rostroconchia,Ribeirioida,Ribeiriidae,Ribeiria sp.,"filter/suspension feeder, sessile (rostrconchia)","[S1, S7]",Upper part of the Fezouata Formation,,,,,,,,,,,
107,Mollusca ???,-,-,Wiwaxiidae,Wiwaxiid,"bacterioplankton, detritus, algae ? [S23]",[S1],Lower part of the Fezouata Formation,Youngest occurrence,,2-50 mm depending on species and age,,,,,,,,
108,ANNELIDA,Machaeridia,Turrilepadomorpha,Plumulitidae,Large plumulitid,"scavenger or predator, epibenthic","[S1, S24]",Lower part of the Fezouata Formation,"cannibalism widespread in phyllodocidae, phyllodocidae eat small invertebrates",,maybe a bit more than Plumulites bengtsoni since it is qualified as large ?,,,,,,,,undet. Machaeridia - 28 mm
109,Annelida,Machaeridia,Turrilepadomorpha,Plumulitidae,Plumulites bengtsoni,"scavenger or predator, epibenthic","[S1, S24, S25]",Lower part of the Fezouata Formation,"sediment-filled gut, canibalism widespread in pyllodocidae, phyllodocidae eat small invertebrates, some sp. eat zooplankton?, some annelids eat small invertebrates including molluscs, crustaceans, polychaetes, hydroids, bryozoans, and other colonial invertebrates [S26, S27]. Macrophages usually encounter, handle, and ingest one item at a time. Their prey or other
food items are usually on the order of 0.1 times as long as the ingesting individual [S28], byozoans [S29].",Plumulites bengstoni (spelling mistake),"58 mm, width (~10 mm)",,,,,,,,
110,Annelida,Polychaeta,,,Possible phyllodocid,predator or scavenger (based on current species),[S1],,"cannibalism widespread in phyllodocidae, phyllodocidae eat small invertebrates, some pelagic (?) sp. eat zooplankton",,,,,,,,,,
111,Annelida,Polychaeta,Eunicida,,Isolated scolecodonts,,[S1],,not in feeding list,,,,,,,,,,
112,Annelida,Polychaeta,-,-,Polychaete 1,epibenthic,[S1],,not in feeding list,,,,,,,,,,
113,Annelida,Polychaeta,-,-,Polychaete2,,[S1],,not in feeding list,,,,,,,,,,
114,Annelida,,,,Probable annelid 1,,[S1],,not in feeding list,,,,,,,,,,
115,Annelida,,,,Probable annelid 2,,[S1],,not in feeding list,,,,,,,,,,
116,PRIAPULIDA,Palaeoscolecida (in Priapulida ?),,Palaeoscolecidae,Palaeoscolex cf. tenensis,"small prey (small larval stages of invertebrates)(small teeth) (shelled invertebrates ok [S30]) and edible particles (ex: detritus), endobenthic ?, deposit feeding ? [S31]?)  (cannibalism [S32])","[S1, S31, S33]",Lower part of the Fezouata Formation,"one specimen with a digestive tract filled with sediment-like material (most probably deposit feeding - 2), epibenthic ?, une autre espèce ailleurs avait petit arthoropode dans gut, en général, semble être omnivore - ingère sédiments aussi un peu comme priapulides modernes (donc ingère sédiments et mange petits trucs morts ou vivants sur son passage)",,"20-50 mm long ou plus,  max 30 mm wide",,,,,,,,
117,Priapulida,-,-,-,Priapulid,"endobenthic, carnivore/scavenger ?,   hyoliths, tiny arthropods, brachiopods, polychaetes [S34]",[S1],,,,4-24 mm (undet. Priapulida YPM),,,,,,,,
118,Priapulida,,Selkirkiimorpha,Selkirkiidae,Selkirkia tsering,"tube-dwelling worm, carnivore and/or scavenger",[S35],Lower part of the Fezouata Formation,,,"3-75 mm length, up to ~ 10 mm width ???",,,,,,,,
119,LOBOPODIANS,-,-,-,Armoured lobopodian 1,Predator of sponges ??? [S23],[S1],Upper part of the Fezouata Formation (possible armoured lobopodian),Youngest occurrence,,"lobopods? Some of 9-17 mm, but maybe incomplete ?, undet. Lobopodia - ~63mm (Yale Peabody Museum)",,,,,,,,
120,Lobopodians,-,-,-,Armoured lobopodian 2,Predator of sponges ??? [S23],[S1],,Youngest occurrence,,,,,,,,,,
121,Lobopodians,-,-,-,Armoured lobopodian 3,Predator of sponges ??? [S23],[S1],,Youngest occurrence,,,,,,,,,,
122,Lobopodians,,,,Diania-like lobopodian,predator of sponges ?,[S36],,so armoured ?,,,,,,,,,,
123,Lobopodians,-,-,-,Large taxon with spinose limbs,filter feeder ? [S37],[S1],,Youngest occurrence,,,,,,,,,,
124,Lobopodians,-,-,-,Small taxon with spinose limbs,filter feeder ? [S37],[S1],,Youngest occurrence,,,,,,,,,,
125,ARTHROPODA,"Arachnomorpha, Euchelicerata",,"Offacolidae, Synziphosurine",Setapedites abundantis,"fast-moving, predator","[S1, S38, S39]",Lower part of the Fezouata Formation,"Earliest occurrence, in [S36], thesis - petite limule (small horsehoe crab) ?",,3-9 mm,,,,,,,,
126,Arthropoda,"Artiopoda, subclass Conciliterga",,-,Possible helmetiid,"nektonic or planktonic ?, according to [S23], could be filter-feeder(Burgess species) or detritivore(Chengjiang species)",[S1],,Youngest occurrence,,,,,,,,,,
127,Arthropoda,Artiopoda,Aglaspidida,Aglaspididae,Brachyaglaspis singularis,partcle feeder,"[S1, S40]",Upper part of the Fezouata Formation,,,69.6 mm,,,,,,,,
128,Arthropoda,Artiopoda,Aglaspidida,Tremaglaspidiae,Tremaglaspis sp.,particle feeder (bc natant hypostome?) ,"[S1, S40]",Lower part of the Fezouata Formation (?),"natant hypostome, ([S41], hypostome to handle bigger food elements than chulpacaris ?, maybe predator/scavenger like most other aglaspids ?)",Tremaglaspis 'vanroyi' n.n.,45-85 mm,,,,,,,,
129,Arthropoda,Artiopoda,-,-,Possible retifaciid,"epibenthic, see remarks",[S1],,"Youngest occurrence, other species from Chengjiang of same group could be benthic scavenger of soft-bodied organisms and/or eat orgabic matter, p-ê petits  organismes à coquille [S42]",,,,,,,,,,
130,Arthropoda,Artiopoda ,-,-,Cheloniellid,"epibenthic, predator (xiphosuran-like gnathobases for masticating food) or scavenger on or a bit in the substrate (a bit like xiphosurans) [S43] predator, scavenger, eats small mobile invertebrates [S44].",[S1],"Lower part of the Fezouata Formation, Upper part of the Fezouata Formation",Earliest occurrence,,12 -25 mm,,,,,,,,
131,Arthropoda,"Chelicerata (subphylum), Dekatriata (clade)",-,-,Chasmataspidid,"epibenthic, one species during the Devonian probably preyed on small infaunal and semi infaunal organisms such as bivalves and inarticulate brachiopods, but not much evidence [S45], probably benthic predator with mode of life like xiphosurans, maybe ate small phyllocarid and ostracods, maybe worms like xiphosurans [S43].",[S1],,"Earliest occurrence, Hoplitaspis would have been a predator of relatively soft epibenthic stuff, but other species later do something else ??",,12-16 mm,,,,,,,,
132,Arthropoda,"Chelicerata (subphylum), Dekatriata (clade)",-,Carcinosomatidae,?Carcinosoma aurorae,,[S1],Lower part of the Fezouata Formation,"Earliest occurence, Very recent article, species added in list only a few days before submission",,,,,,,,,,
133,Arthropoda,"Chelicerata (subphylum), Dekatriata (clade), Sclerophorata (clade)",-,-,Eurypterid 1,"nektobenthic, predator, would eat trilobites and other eurypterids, potentially not very specialized, because the morphology of its appendices is not very specialized",[S1],,Earliest occurrence,,one jaw fragment 10mm long,,,,,,,,
134,Arthropoda,"Chelicerata (subphylum), Dekatriata (clade), Sclerophorata (clade)",-,-,Eurypterid 2,"nektobenthic, predator, would eat trilobites and other eurypterids, potentially not very specialized, because the morphology of its appendices is not very specialized",[S1],,Earliest occurrence,,,,,,,,,,
135,Arthropoda,"Chelicerata, Pycnogonida",-,-,Possible pycnogonid,"epibenthic, see remarks",[S1],,"current species eat algae, hydroids(lots), jellyfish, bryozoans, nudibranches, bivalves (parasites), gastropodes (observed), annelids, some dead amphipods and copepods ?, detritus (when nothing else ?), so generalists for the most part [S46], bryozans [S29].",,,,,,,,,,
136,Arthropoda,"Chelicerata, Xiphosura",-,-,Xiphosurid,"epibenthic, selective ominvore, see remarks",[S1],Lower part of the Fezouata Formation,"Earliest occurrence, ([S47] - current species eat bivalves, worms, gastropods, shrimp-like stuff, copepods, isopods, plant material (algae ??), a bit of bryozoa, cirripedia, foraminifera, ) ([S48] - must eat combination of plant and animals it seems)",,"body-5(?)-10-40mm, with tail, up to 60mm",,,,,,,,
137,Arthropoda,Chelicerata ? (subphylum),,Mollisoniidae,Thelxiope sp.,"epibenthic, feeding uncertain","[S1, S49]","Lower part of the Fezouata Formation, Upper part of the Fezouata Formation","Youngest occurrence, diet unknown",,10-40 mm (Photos Yale Peabody Museum),,,,,,,,
