88,Mollusca,"Bivalvia, Protobranchia",Solemyida,Ctenodontidae,Alococoncha?,infaunal deposit feeder,[S18],Upper part of the Fezouata Formation,,Aloconcha,???,
89,Mollusca,"Bivalvia, Pteriomorpha",Arcida,Glyptarcidae,Glyptarca sp.,infaunal filter feeder,[S18],Upper part of the Fezouata Formation,,,9 mm,
90,Mollusca,Cephalopoda,Discosorida,Apocrinoceratidae,Destombesiceras zagorense,"actively mobile, carnivore (Cephalopoda), nektobenthic",[S15],Upper part of the Fezouata Formation,exogastrically curved shell,,16 mm diameter,
91,Mollusca,Cephalopoda,Dissidocerida,Polymeridae,Polymeres sp.,"fast-moving, carnivore (Cephalopoda)",[S15],"Lower part of the Fezouata Formation, Upper part of the Fezouata Formation",,,26 mm diameter,
92,Mollusca,Cephalopoda,Ellesmerocerida,Bathmoceratidae,Bathmoceras australe,"actively mobile, carnivore (Cephalopoda), nektobenthic",[S15],Upper part of the Fezouata Formation,,,"31 mm body chamber width, 56 mm siphuncle diameter",
93,Mollusca,Cephalopoda,Ellesmerocerida,Bathmoceratidae,Bathmoceras taichoutense,"actively mobile, carnivore (Cephalopoda)",[S15],Upper part of the Fezouata Formation,,,15 mm width,
94,Mollusca,Cephalopoda,Ellesmerocerida,Rioceratidae,Rioceras sp.,"actively mobile, carnivore (Cephalopoda), nektobenthic",[S15],Upper part of the Fezouata Formation,,,37 mm width,
95,Mollusca,Cephalopoda,Endocerida,Protocameroceratitdae,Protocyptendoceras longicameratum,"actively mobile, suspension feeder (Mironenko, 2018)",[S15],Upper part of the Fezouata Formation,large straight slender or curved shells with heavy endosiphuncular deposits,,26 mm diameter,
96,Mollusca,Cephalopoda,Orthocerida,Baltoceratidae,Bactroceras sp.,"actively mobile, carnivore (Orthocerida)",[S15],Upper part of the Fezouata Formation,straight shell,,23 mm diameter,
97,Mollusca,Gastropoda,Bellerophontida,Sinuitidae,Sinuites sp.,"actively mobile, predator of infauna",[S20],Upper part of the Fezouata Formation,,,15 mm,
98,Mollusca,Gastropoda,Euomphalina,Lesueurillidae,Lesueurilla prima,"epibenthic, filter feeder","[S1, S7, S20, S21]",Upper part of the Fezouata Formation,,Ophileta prima ?,~10-25 mm,
100,Mollusca,Tergomya,Cyrtonellida,Carcassonnellidae,Carcassonnella courtessolei,"endobenthic, deposit feeder","[S1, S7, S20]",Upper part of the Fezouata Formation,mix of juveniles and adults,Gamadiscus courtessolei ?,~2-9 mm,
101,Mollusca,Tergomya,Cyrtonellida,Carcassonnellidae,Carcassonnella vizcainoi,deposit feeder,[S20],Upper part of the Fezouata Formation,,,~6-8 mm,
102,Mollusca,Tergomya,Cyrtonellida,Carcassonnellidae,Carcassonnella sp.,deposit feeder,"[S1, S20]","Lower part of the Fezouata Formation, Upper part of the Fezouata Formation",,,2 mm ?? ,
103,Mollusca,Tergomya,Cyrtonellida,Cyrtolitidae?,Thoralispira? cf. occitana,"epibenthic, deposit feeder","[S20, S21]",Upper part of the Fezouata Formation,,,,
104,Mollusca,Tergomya,Cyrtonellida,Cyrtolitidae?,Thoralispira laevis,"epibenthic, deposit feeder","[S1, S7, S20, S21]",Upper part of the Fezouata Formation,,Cymbularia laevis ?,max 29 mm,
105,Mollusca,Rostroconchia,Ribeirioida,Ribeiriidae,Ribeiria cf. personata,"filter/suspension feeder, sessile (rostrconchia)","Gutiérrez-Marco, herein",Lower part of the Fezouata Formation,,,12-15 mm ?,
106,Mollusca,Rostroconchia,Ribeirioida,Ribeiriidae,Ribeiria sp.,"filter/suspension feeder, sessile (rostrconchia)","[S1, S7]",Upper part of the Fezouata Formation,,,,
119,LOBOPODIANS,-,-,-,Armoured lobopodian 1,Predator of sponges ??? [S23],[S1],Upper part of the Fezouata Formation (possible armoured lobopodian),Youngest occurrence,,"lobopods? Some of 9-17 mm, but maybe incomplete ?, undet. Lobopodia - ~63mm (Yale Peabody Museum)",
127,ARTHROPODA,Artiopoda,Aglaspidida,Aglaspididae,Brachyaglaspis singularis,partcle feeder,"[S1, S40]",Upper part of the Fezouata Formation,,,69.6 mm,
130,Arthropoda,Artiopoda ,-,-,Cheloniellid,"epibenthic, predator (xiphosuran-like gnathobases for masticating food) or scavenger on or a bit in the substrate (a bit like xiphosurans) [S43] predator, scavenger, eats small mobile invertebrates [S44].",[S1],"Lower part of the Fezouata Formation, Upper part of the Fezouata Formation",Earliest occurrence,,12 -25 mm,
137,Arthropoda,Chelicerata ? (subphylum),,Mollisoniidae,Thelxiope sp.,"epibenthic, feeding uncertain, not included in feeding interactions","[S1, S49]","Lower part of the Fezouata Formation, Upper part of the Fezouata Formation","Youngest occurrence, diet unknown",,10-40 mm (Photos Yale Peabody Museum),
148,Arthropoda,Dinocaridida ?,Radiodonta,Hurdiidae,Pseudoangustidontus duplospineus,"suspensivore, mesoplankton","[S1, S52, S53]","Lower part of the Fezouata Formation, Upper part of the Fezouata Formation",,,"appendage 25 mm long, spines 5.2 mm long max",
152,Arthropoda,"Malacostraca, Phyllocarida",,-,Zagoracaris fezouataensis' n.n.,"feeding too uncertain, not included in feeding interactions","[S15, S41]",Upper part of the Fezouata Formation,"Only mentions of the name in other articles, nothing that seems to give more info on it",,,
160,Arthropoda,Ostracoda,,-,Ostracod,"deposit feeder [S36], suspension feeder [S36], can be benthic or planktonic [S56]",[S1],Upper part of the Fezouata Formation ??,,,3 mm,
163,Arthropoda,-,-,Cheloniellid,Eoduslia,"benthic predator/scavenger in or on the substrate, fed on small mobile invertebrates (potential ancestor ate trilobites, brachiopods, and worms) [S43, S44] (for other species, determine if burrower of not depending on wether eyes or not [S43], + Cheloniellon carnivorous pcq raptorial limbs ?)",,Upper part of the Fezouata Formation,"Can't really seem to find any information on that species (Eoduslia braghimtahiri ?, [S77]?)",,"~ 20 mm long, ~15 mm width ?",
169,ARTHROPODA,TRILOBITA,Agnostida,Agnostidae / metagnostidae ?,Geragnostus sp.,"epibenthic, prob benthic feeder, ate algae, detritus, and microorganisms ?  [S74], blind ? [S75], ecology hard to know because seems very varied in Agnostida (slow, detritivore)","[S1, S76]","Lower part of the Fezouata Formation, Upper part of the Fezouata Formation",,,9 mm,
170,Arthropoda,Trilobita,Asaphida,Asaphidae,Asaphellus fezouataensis ,"predator/scavenger, fast","[S1, S7, S76, S77]","Lower part of the Fezouata Formation, Upper part of the Fezouata Formation",hypostoma with ridges ?,,67-101 mm,
172,Arthropoda,Trilobita,Asaphida,Asaphidae,Asaphellus tataensis,"predator/scavenger, fast , (no fork in hypostome ?, but antenna good for hunting ? [S78]","[S7, S76, S77]","Lower part of the Fezouata Formation, Upper part of the Fezouata Formation",,,>70 mm (maybe around 90-100 ???),
173,Arthropoda,Trilobita,Asaphida,Asaphidae,Asaphellus sp. aff. jujuanus,"predator/scavenger, fast","[S7, S76, S77]","Lower part of the Fezouata Formation, Upper part of the Fezouata Formation",,,37-62 mm,
174,Arthropoda,Trilobita,Asaphida,Asaphidae,Asaphellus sp.,"predator, fast","[S7, S79]","Lower part of the Fezouata Formation, Upper part of the Fezouata Formation",,,,
175,Arthropoda,Trilobita,Asaphida,Asaphidae,Basilicus (Basiliella?) aff. destombesi,predator/scavenger [S80],"[S7, S77]",Upper part of the Fezouata Formation,medium eyes,,330 mm,
176,Arthropoda,Trilobita,Asaphida,Asaphidae,Basilicus (Basiliella?) destombesi,predator/scavenger [S80],"[S7, S76, S77]","Lower part of the Fezouata Formation, Upper part of the Fezouata Formation",,,330 mm,
177,Arthropoda,Trilobita,Asaphida,Asaphidae,Basilicus (Basiliella?) sp. A,predator/scavenger [S80],[S7],Upper part of the Fezouata Formation,big eyes,,510 mm (sp.),
178,Arthropoda,Trilobita,Asaphida,Asaphidae,Basilicus (Basiliella?) sp. B,predator/scavenger [S80],[S7],Upper part of the Fezouata Formation,,,510 mm (sp.),
179,Arthropoda,Trilobita,Asaphida,Asaphidae,Basilicus (Basilicus) vidali,predator/scavenger [S80],[S81],Upper part of the Fezouata Formation,big eyes,,360 mm,
180,Arthropoda,Trilobita,Asaphida,Asaphidae,Kierarges morrisoni,predator/scavenger [S80],"[S1, S82]",Upper part of the Fezouata Formation ,,,34-140 mm,
181,Arthropoda,Trilobita,Asaphida,Asaphidae,Megalaspidella sp.,predator/scavenger [S80],[S7],Upper part of the Fezouata Formation,,,~26-42 mm,
182,Arthropoda,Trilobita,Asaphida,Asaphidae,Megistaspis (Ekeraspis) cf. filacovi,"epibenthic, detritivore","[S7, S76, S77]","Lower part of the Fezouata Formation, Upper part of the Fezouata Formation",,,285-340 mm ??,
183,Arthropoda,Trilobita,Asaphida,Asaphidae,Megistaspis (Ekeraspis) hammondi,detritivore,"[S79, S81, S83]","Lower part of the Fezouata Formation, Upper part of the Fezouata Formation",,,285-340 mm,
184,Arthropoda,Trilobita,Asaphida,Asaphidae,Megistaspis (Ekeraspis) sp. indet.,detritivore,"[S7, S77]","Lower part of the Fezouata Formation, Upper part of the Fezouata Formation",,,56 mm,
185,Arthropoda,Trilobita,Asaphida,Asaphidae,Ogyginus hammondi,predator/scavenger [S80],"[S17, S81]",Upper part of the Fezouata Formation,big eyes,,"392-491 mm, 135 mm Ogyginus sp. from [S81]",
187,Arthropoda,Trilobita,Asaphida,Asaphidae,Nobiliasaphus? sp.,predator/scavenger [S80],[S81],Upper part of the Fezouata Formation,medium eyes,,330 mm,
195,Arthropoda,Trilobita,Asaphida,Nileidae,Symphysurus sicardi,predator/scavenger [S80],"[S7, S91]","Lower part of the Fezouata Formation, Upper part of the Fezouata Formation",,Symphysurus angustatus sicardi,30-32 mm,
197,Arthropoda,Trilobita,Asaphida,Raphiophoridae,Ampyx cf. priscus,"epibenthic, filter-feeder [S80]","[S7, S76, S77]",Upper part of the Fezouata Formation,,,"10-16 mm (Yale Peabody Museum), 40-65mm",
198,Arthropoda,Trilobita,Asaphida,Raphiophoridae,Ampyx priscus ,"epibenthic, filter-feeder [S80]","[S7, S76]","Lower part of the Fezouata Formation, Upper part of the Fezouata Formation",,,"10-16 mm (Yale Peabody Museum), 40-65mm",
200,Arthropoda,Trilobita,Asaphida,Remopleurididae,Apatokephalus cf. incisus,predator/scavenger,[S76],"Lower part of the Fezouata Formation, Upper part of the Fezouata Formation",,,"~14, 20-30 mm long ?",
202,Arthropoda,Trilobita,Corynexochida,Leiostegiidae,Agerina quadrata,predator [S80],[S76],"Lower part of the Fezouata Formation, Upper part of the Fezouata Formation",,,~10 mm,
204,Arthropoda,Trilobita,Harpetida,Harpididae,Harpides sp.,epibenthic filter feeder (chamber) [S80],[S1],Upper part of the Fezouata Formation,,,57-66 mm,
206,Arthropoda,Trilobita,Lichida,Lichidae,Bohemolichas? sp.,"scavenger or opportunistic predator eating any small animals it could find ([S95], for Bohemolichas incola)","Gutiérrez-Marco, herein",Upper part of the Fezouata Formation,,,,
207,Arthropoda,Trilobita,Lichida,Lichidae,Uralichas marochii,predator [S80],"[S1, S96, S97]",Upper part of the Fezouata Formation,,  Parvilichas marochii,26 mm,
208,Arthropoda,Trilobita,Odontopleurida,Odontopleuridae,Selenopeltis sp. 1,"epifaunal, predator/scavenger [S98], but maybe small prey ?",[S1],Upper part of the Fezouata Formation,,,17-23 mm (undet. Odontopleurida),
209,Arthropoda,Trilobita,Odontopleurida,Odontopleuridae,Selenopeltis sp. 2,"epifaunal, predator/scavenger [S98], but maybe small prey ?",[S1],Upper part of the Fezouata Formation,,,17-23 mm (undet. Odontopleurida),
210,Arthropoda,Trilobita,Olenida,Eulomidae,Euloma sp.,particle feeding [S80],"[S1, S7, S76]","Lower part of the Fezouata Formation, Upper part of the Fezouata Formation",,,31-38 mm,
212,Arthropoda,Trilobita,Phacopida,Cheiruridae,Foulonia peregrina,predator [S80],[S76],"Lower part of the Fezouata Formation, Upper part of the Fezouata Formation",,Ceraurinella peregrinus ,~20-25mm,
214,Arthropoda,Trilobita,Phacopida,Dalmanitidae,Toletanaspis aff. borni,predator [S80],"[S7, S76]","Lower part of the Fezouata Formation, Upper part of the Fezouata Formation",,Ormathops borni,11-17 mm,
215,Arthropoda,Triobita,Phacopida,Dalmanitidae,Toletanaspis borni,predator [S80],[S101],Upper part of the Fezouata Formation,,,,
216,Arthropoda,Trilobita,Phacopida,Bavarillidae,Bavarilla aff. zemmourensis,predator [S80],[S7],Upper part of the Fezouata Formation,,,20-40 mm,
218,Arthropoda,Trilobita,Phacopida,Calymenidae,Colpocoryphe pradesensis,predator [S80],[S76],"Lower part of the Fezouata Formation, Upper part of the Fezouata Formation",,,~18 mm ?,
219,Arthropoda,Trilobita,Phacopida,Calymenidae,Colpocoryphe thorali,predator [S80],"[S7, S76]","Lower part of the Fezouata Formation, Upper part of the Fezouata Formation",,,14-22.5 mm,
220,Arthropoda,Trilobita,Phacopida,Calymenidae,Colpocoryphe sp.,predator [S80],"[S1, S76]","Lower part of the Fezouata Formation, Upper part of the Fezouata Formation",,,50 mm         Calymenidae in general - 8-25 mm,
221,Arthropoda,Trilobita,Phacopida,Calymenidae,Prionocheilus aff. languedocensis,predator [S80],[S7],Upper part of the Fezouata Formation,,,43-60 mm ?,
222,Arthropoda,Trilobita,Phacopida,Calymenidae,Prionocheilus sp.,predator [S80],"[S1, S76]","Lower part of the Fezouata Formation, Upper part of the Fezouata Formation",,,43-60 mm,
223,Arthropoda,Trilobita,Phacopida,Calymenidae,Neseuretus aff. attenuatus,predator [S80],"[S7, S76]",Upper part of the Fezouata Formation,,,83 mm (Neseuretus sp.),
224,Arthropoda,Trilobita,Phacopida,Calymenidae,Neseuretus cf. attenuatus,predator [S80],[S76],"Lower part of the Fezouata Formation, Upper part of the Fezouata Formation",,,83 mm (Neseuretus sp.),
225,Arthropoda,Trilobita,Phacopida,Calymenidae,Pradoella 'tazzarinensis' n.n.,predator [S80],"[S7, S102]",Upper part of the Fezouata Formation,,,150 mm,
226,Arthropoda,Trilobita,Phacopida,Calymenidae,Pradoella sp.,predator [S80],[S76],"Lower part of the Fezouata Formation, Upper part of the Fezouata Formation",,,110 - 160 mm ????,
228,Arthropoda,Trilobita,Phacopida,Cheiruridae,Ceraurinella? sp.,predator [S80],[S7],Upper part of the Fezouata Formation,,,26 mm ?,
229,Arthropoda,Trilobita,Phacopida,Homalonotidae,Platycoryphe sp.,predator [S80],[S7],Upper part of the Fezouata Formation,,,26 mm,
233,Arthropoda,Trilobita,Ptychopariida,Bathycheilidae (??),Parabathycheilus gallicus,"deposit feeder (enrolled of same order, [S103])",[S76],"Lower part of the Fezouata Formation, Upper part of the Fezouata Formation",enrolled of same order was deposit feeder [S103],"Parathycheilus gallicus, Bathycheilus gallicus",8-13-21(?) - 35 mm,
237,ECHINODERMATA,Crinoidea,Disparida,Iocrinidae,Iocrinus n. sp.,"Filter/suspension feeder [S56, S104]",[S105],Upper part of the Fezouata Formation,,,,
238,Echinodermata,Crinoidea,Disparida,Ramseyocrinidae,Ramseyocrinus sp.,"Filter/suspension feeder [S56, S104]","[S1, S7, S106]",Upper part of the Fezouata Formation,,,,
240,Echinodermata,Diploporita,Sphaeronitida,Sphaeronitidae,Paleosphaeronites? prokopi,suspension feeder [S107],"[S105, S108]","Lower part of the Fezouata Formation, Upper part of the Fezouata Formation",,,,
242,Echinodermata,Edrioasteroidea,Isorophida,Isorophidae,Anedriophus moroccoensis,"passive filter feeder [S104, S109], encruster, once found attached to a dead orthocone nautiloid shell","[S1, S105, S110]",Upper part of the Fezouata Formation,,,,
243,Echinodermata,Edrioasteroidea,Isorophida,Pyrgocystidae,Argodiscus espilezorum,"passive filter feeder [S104, S109]), encruster","[S1, S110]",Upper part of the Fezouata Formation,identified before as Hemicystites? boehmi by [S111],,,
244,Echinodermata,Eocrinoidea,Ascocystitida,Rhopalocystidae,Rhopalocystis destombesi,filter feeder [S104],"[S105, S112-S114]","Lower part of the Fezouata Formation, Upper part of the Fezouata Formation",,Rhopalocystis dehirensis,,
249,Echinodermata,Eocrinoidea,order unknown,Lingulocystidae,Lingulocystis aff. deani,"epibenthic, filter feeder [S104]",[S105],Upper part of the Fezouata Formation ,,,,
250,Echinodermata,Eocrinoidea,order unknown,Lingulocystidae,Lingulocystis elongata,filter feeder ([S104],[S105],"Lower part of the Fezouata Formation, Upper part of the Fezouata Formation",,,,
251,Echinodermata,Eocrinoidea,-,-,Balantiocystis regnelli,filter feeder [S104],[S105],"Lower part of the Fezouata Formation, Upper part of the Fezouata Formation",,,,
252,Echinodermata,Eocrinoidea,-,-,cf. Pareocrinus,"epibenthic, filter feeder [S104]",[S105],"Lower part of the Fezouata Formation, Upper part of the Fezouata Formation",,,,
253,Echinodermata,Eocrinoidea,-,-,Eocrinoidea indet. sp. 1,"epibenthic, filter feeder [S104]",[S105],"Lower part of the Fezouata Formation, Upper part of the Fezouata Formation",,,,
254,Echinodermata,Eocrinoidea,-,-,Eocrinoidea indet. sp. 2,"epibenthic, filter feeder [S104]",[S105],"Lower part of the Fezouata Formation, Upper part of the Fezouata Formation",,,,
256,Echinodermata,Rhombifera,Glyptocystitida,Macrocystellidae,Macrocystella bohemica,"suspension feeder [S104, S109]",[S105],"Lower part of the Fezouata Formation, Upper part of the Fezouata Formation",,,"undet. Rhombifera YPM - <20mm, 25 mm????",
258,Echinodermata,Soluta,Syringocrinida,Minervaecystidae,Plasiacystis mobilis,detritivore [S115],[S105],"Lower part of the Fezouata Formation, Upper part of the Fezouata Formation",,,50 mm,
259,Echinodermata,Soluta,Syringocrinida,Minervaecystidae,Plasiacystis sp.,detritivore [S115],[S1],Upper part of the Fezouata Formation,,,30 - 65 mm,
261,Echinodermata,Somasteroidea (sub-phylum Asterozoa),-,-,Somasteroid indet. n. sp. 2,suspension-feeder,[S105],Upper part of the Fezouata Formation,,,At least one species of Asterozoa? of more than 60 mm (Yale Peabody Museum),
262,Echinodermata,Somasteroidea (sub-phylum Asterozoa),-,-,Somasteroid indet. n. sp. 3,suspension-feeder,[S105],Upper part of the Fezouata Formation,,,undet. Asterozoa - 12-25 mm,
266,Echinodermata,Stylophora,Cornuta,Chauvelicystidae,Ampelocarpus sp.,suspension and/or detritus feeder [S116],[S105],Upper part of the Fezouata Formation,,,,
271,Echinodermata,Stylophora,Cornuta,Chauvelicystidae,Sokkaejaecystis sp. 2,suspension and/or detritus feeder [S116],"[S105, S120]","Lower part of the Fezouata Formation, Upper part of the Fezouata Formation",,"Chauvelicystid n. gen., n. sp. 2",,
278,Echinodermata,Stylophora,Cornuta,unassigned,"Cornuta n. gen. 1, n. sp.",suspension and/or detritus feeder [S116],"[S105, S120]","Lower part of the Fezouata Formation, Upper part of the Fezouata Formation",,,,
281,Echinodermata,Stylophora,Cornuta,unassigned,Milonicystis sp.,suspension and/or detritus feeder [S116],[S105],Upper part of the Fezouata Formation,,,,
282,Echinodermata,Stylophora,Cornuta,Scotiaecystidae,Bohemiaecystis zagoraensis,suspension and/or detritus feeder [S116],[S7],Upper part of the Fezouata Formation,,Thoralicystis zagoraensis,,
284,Echinodermata,Stylophora,Mitrata,Anomalocystitidae,"Anomalocystitid n. gen., n. sp. ",suspension and/or detritus feeder [S116],[S105],Upper part of the Fezouata Formation,,,,
285,Echinodermata,Stylophora,Mitrata,Kirkocystidae,Anatifopsis escandei,suspension and/or detritus feeder [S116],[S105],Upper part of the Fezouata Formation,,,,
286,Echinodermata,Stylophora,Mitrata,Kirkocystidae,Anatifopsis trapeziiformis,suspension and/or detritus feeder [S116],[S105],"Lower part of the Fezouata Formation, Upper part of the Fezouata Formation",,,,
287,Echinodermata,Stylophora,Mitrata,Kirkocystidae,Balanocystites primus,suspension and/or detritus feeder [S116],[S105],Upper part of the Fezouata Formation,,,,
291,Echinodermata,Stylophora,Mitrata,unassigned,Chinianocarpos sp.,suspension and/or detritus feeder [S116],[S105],Upper part of the Fezouata Formation,,,,
292,Echinodermata,Stylophora,Mitrata,unassigned,Mitrocystitid indet. cf. ovocarpus,suspension and/or detritus feeder [S116],[S105],Upper part of the Fezouata Formation,,,,
297,HEMICHORDATA,Pterobranchia,Dendroidea,Dendrograptidae,Ptilograptus n. sp.,benthic,"Gutiérrez-Marco, herein ; cf. [S73]",?Upper part of the Fezouata Formation,,,,
308,Hemichordata,Pterobranchia,Graptoloidea,Dichograptidae,Baltograptus geometricus,planktonic,"Gutiérrez-Marco, herein",Upper part of the Fezouata Formation,,,,
309,Hemichordata,Pterobranchia,Graptoloidea,Dichograptidae,Clonograptus multiplex,"planctonique, Filter/suspension feeder ",[S124],"Lower part of the Fezouata Formation, Upper part of the Fezouata Formation",,,,
