55;Brachiopoda ?????;Lingulata;Lingulida;Obolidae;Wosekella sp.;endobenthic (ordovician Wosekella) or semi-infaunal suspension feeder (Cambrian Wosekella);Álvaro et al., 2019;;;uncertain phylogeny;;~ 10 mm ??;;;;;;;;
56;Brachiopoda ?????;Lingulata;Lingulida;Elkaniidae;Monobolina sp.;sessile, suspension feeder (brachiopoda);Álvaro et al., 2019;;;uncertain phylogeny;;;;;;;;;;
57;Brachiopoda ?????;Lingulata;Lingulida;Obolidae;Elliptoglossa sp.;sessile, suspension feeder (brachiopoda);Álvaro et al., 2019;;;uncertain phylogeny;;;;;;;;;;
58;Brachiopoda ?????;Lingulata;Siphonotretida;Siphonotretidae;Celdobolus sp.;sessile, suspension feeder (brachiopoda);Álvaro et al., 2019;;;uncertain phylogeny;;;;;;;;;;
59;Brachiopoda;Lingulata;Lingulida;Discinoidea;Discinoidea?;;Specimen at Yale Peabody Museum;;;;;7-13-23 mm;;;;;;;;
60;Brachiopod;Rhynchonellata;Orthida;Dalmanelloidea;undet. Dalmanelloidea;;Specimen at Yale Peabody Museums;;Upper Fezouata Formation;;;8-15 mm;;;;;;;;
61;Bryozoa;-;-;-;Bryozoan;filter/suspension feeder (Bryozoa);Van Roy et al., 2015;Locally common;;;;;;;;;;;;
62;Mollusca;Bivalvia;Lucinida (if family Lucinidae);Lucinidae (Polechova) or Babinkidae (Mindat.org);Babinka prima;mobile, infaunal suspension-feeder, rapid burrower, mining-feeder, maybe chemosymbiosis (?)(like other lucinidae?);Polechová, 2016, Lefebvre et al., 2016, Van Roy et al., 2015;Locally common;Upper Fezouata Shale;som, phytoplankton, based on other lucinidae;Anuscula ?;24 mm;;;;;;;;
63;Mollusca;Bivalvia;-;-;Ctenodonta escosurae;deposit feeder;Lefebvre et al., 2016;;Lower Fezouata Shale, Upper Fezouata Shale;;;10.5-13 mm?;;;;;;;;
64;Mollusca;Bivalvia, Protobranchia;Nuculida;Praenuculidae;Praenucula sp.;infaunal deposit feeder (Praenculidae), facultatively mobile;Polechová, 2016, Lefebvre et al., 2016;very rare;Upper Fezouata Shale;;;~15 mm ?;;;;;;;;
65;Mollusca;Bivalvia, Heteroconchia;Actinodontida;Redoniidae;Redonia michelae;infaunal filter feeder, epibenthic;Polechová, 2016, Lefebvre et al., 2016, Van Roy et al., 2015;Locally common;Lower Fezouata Shale, Upper Fezouata Shale;;;4.2 mm à 17.5 mm ?;;;;;;;;
66;Mollusca;Bivalvia, Heteroconchia;Carditida;Lucinidae;Coxiconchia guiraudi;rapid burrower, infaunal filter-feeder;Polechová, 2016, Van Roy et al., 2015;Locally common;Upper Fezouata Shale;;Coxiconcha;5mm (Coxiconchia babini);;;;;;;;
67;Mollusca;Bivalvia, Protobranchia;Ctenodontia;Ctenodontidae;Alococoncha?;infaunal deposit feeder;Álvaro et al., 2019, Polechová, 2016;rare, one specimen;;;Aloconcha;???;;;;;;;;
68;Mollusca;Bivalvia, Protobranchia;Afghanodesmatida;-;Cardiolaria? sp.;infaunal deposit feeder;Álvaro et al., 2019, Polechová, 2016;rare, 5 specimens;;;;10-20 mm ???;;;;;;;;
69;Mollusca;Bivalvia, Heteroconchia;Actinodontida;Intihuarellidae;Cienagomya? sp.;infaunal filter feeder;Álvaro et al., 2019, Polechová, 2016;very rare, 1 specimen;;;;2-9 mm ?? (Cienagomya bidentata);;;;;;;;
70;Mollusca;Bivalvia, Protobranchia;Afghanodesmatida ??????????????????;Tironuculidae;Ekaterodonta courtessolei;deposit feeder, burrower;Álvaro et al., 2019, Polechová, 2016;rare;;;;5.5 mm (juvenile);;;;;;;;
71;Mollusca;Bivalvia, Pteriomorpha;Arcida;Parallelodontidae;Glyptarca sp.;infaunal filter feeder;Álvaro et al., 2019, Polechová, 2016;rare;;;;9 mm;;;;;;;;
72;Mollusca;Paragastropoda;Mimospirida;Onychochilidae;Pelecyogyra fezouataensis;epibenthic, mobile browser, deposit feeder ?;Ebbestad, 2016, Álvaro et al., 2019;;Lower Fezouata Formation;;;max 30 mm (3mm to 30);;;;;;;;
73;Mollusca;Gastropoda;Bellerophontida;Sinuitidae;Sinuites sp.;actively mobile, detritivore (Sinuitidae);Álvaro et al., 2019, Ebbestad, 2016;;Lower Fezouata Formation, Upper Fezouata Formation;;;15 mm;;;;;;;;
74;Mollusca;Gastropoda;Euomphalina;Lesueurillidae;Lesueurilla prima;epibenthic, filter feeder;Ebbestad, 2016, Lefebvre et al., 2016, Van Roy et al., 2015;Locally common;Upper Fezouata Formation;;Ophileta prima ?;~10-25 mm;;;;;;;;
75;Mollusca;Gastropoda;Neritimorpha;Platyceratoidea;undet. Platyceratoidea;;Specimens at YPM;;;;;15-25 mm;;;;;;;;
76;Mollusca;Gastropoda;-;-;Deshyolites sp. ;epibenthic;Van Roy et al., 2015;Locally common;Upper Fezouata Shale;All I could find about it to know its class was Wikipedia), only seems to be mentionned in Kroger's article on cephalopods, maybe to exclude from list ?????;;;;;;;;;;
77;Mollusca;Gastropoda/Tergomya(Monoplacophora ?);;;Archinacella? sp.;;Specimen in the Yale Peabody Museum, Peel, 1989;;;;;20 mm;;;;;;;;
78;Mollusca;Monoplacophora;;;undet. Monoplacophora;;Specimens in the Yale Peabody Musesum;;;;;5-20mm;;;;;;;;
79;Mollusca;Tergomya;-;-;Thoralispira laevis;epibenthic, deposit feeder;Lefebvre et al., 2016, Van Roy et al., 2015;Locally common;Upper Fezouata Shale;;Cymbularia laevis ?;max 29 mm;;;;;;;;
80;Mollusca;Tergomya;-;-;Thoralispira? cf. occitana;deposit feeder;Lefebvre et al., 2016;;Upper Fezouata Shale;;;?;;;;;;;;
81;Mollusca;Tergomya;-;Carcassonnellidae;Carcassonnella courtessolei;endobenthic, deposit feeder;Ebbestad, 2016, Lefebvre et al., 2016, Van Roy et al., 2015;Locally common;Upper Fezouata Shale;mix of juveniles and adults;Gamadiscus courtessolei ?;~2-9 mm;;;;;;;;
82;Mollusca;Tergomya;;Carcassonnellidae;Carcassonnella vizcainoi;deposit feeder;Ebbestad, 2016;;Upper Fezouata Formation;;;~6-8 mm;;;;;;;;
83;Mollusca;Tergomya;-;Carcassonnellidae;Carcassonnella sp.;deposit feeder;Ebbestad, 2016, Van Roy et al., 2015;Locally common;Lower Fezouata Formation, Upper Fezouata Formation;CarcaSSonella maybe ?  Not much is found on it (Horny and Peel, 1996);;2 mm ?? ;;;;;;;;
84;Mollusca;Rostroconchia;Ribeirioida;Ribeiriidae;Ribeiria sp.;filter/suspension feeder, sessile (rostrconchia);"Van Roy et al., 2015 ; Lefebvre et al., 2016";Rare;Upper Fezouata Shale;;;12-15 mm ?;;;;;;;;
85;Mollusca;Rostroconchia;Ribeirioida;Ischyrinidae;Tolmachovia?;filter/suspension feeder, sessile (rostrconchia);Álvaro et al., 2019;;;;;jusqu'à 18 mm ?;;;;;;;;
86;Mollusca ??????????????????????????????;-;-;Wiwaxiidae;Wiwaxiid;bacterioplankton, detritus, algae ? Dunne, 2008;Van Roy et al., 2015;Rare;;Youngest occurrence;;2-50 mm depending on species and age;;;;;;;;
87;Mollusca;Aculifera;-;Halkieriidae;Halkieriid;grazer or deposit feeder, motile (or predator/scavenger for Halkiera ?);Van Roy et al., 2015, Vinther et al., 2017(?)(Calvapilosa kroegeri???);Rare;;Youngest occurrence;;15-80 mm;;;;;;;;
88;Mollusca;Helcionelloida;-;-;Helcionelloid;detritivore, slow moving, epibenthic, grazer on alga and cyanobacterial mats;Van Roy et al., 2015;Rare;;;;3-50 mm;;;;;;;;
89;Mollusca;Aculifera (not class);Sachitida (contains other stuff too ?);Siphogonuchitoidea;Calvapilosa kroegeri;grazer, actively mobile (Sachitida), epibenthic;Vinther et al., 2017, Álvaro et al., 2019;;Lower Fezouata Shale;;;15 - 120 mm;;;;;;;;
90;Mollusca;Cephalopoda;Orthocerida;Baltoceratidae;Bactroceras sp.;actively mobile, carnivore (Orthocerida);"Van Roy et al., 2015 ; Kröger and Lefebvre, 2012";;;straight shell;;23 mm diameter;;;;;;;;
91;Mollusca;Cephalopoda;Ellesmerocerida;Bathmoceratidae;Bathmoceras australe;actively mobile, carnivore (Cephalopoda), nektobenthic;"Van Roy et al., 2015 ; Kröger and Lefebvre, 2012";;;;;31 mm body chamber width, 56 mm siphuncle diameter;;;;;;;;
92;Mollusca;Cephalopoda;Ellesmerocerida;Bathmoceratidae;Bathmoceras taichoutense;actively mobile, carnivore (Cephalopoda);"Van Roy et al., 2015 ; Kröger and Lefebvre, 2012";;;;;15 mm width;;;;;;;;
93;Mollusca;Cephalopoda;Ellesmerocerida;Rioceratidae;Rioceras sp.;actively mobile, carnivore (Cephalopoda), nektobenthic;"Van Roy et al., 2015 ; Kröger and Lefebvre, 2012";;;;;37 mm width;;;;;;;;
94;Mollusca;Cephalopoda;Discosorida;Apocrinoceratidae;Destombesiceras zagorense;actively mobile, carnivore (Cephalopoda), nektobenthic;"Van Roy et al., 2015 ; Kröger and Lefebvre, 2012";Locally common;;exogastrically curved shell;;16 mm diameter;;;;;;;;
95;Mollusca;Cephalopoda;Orthocerida;Polymeridae;Polymeres sp.;fast-moving, carnivore (Cephalopoda);"Van Roy et al., 2015 ; Kröger and Lefebvre, 2012";;;This is a horrible name choice as it is very hard to google since it's also a real word.;;26 mm diameter;;;;;;;;
96;Mollusca;Cephalopoda;Endocerida;Protocameroceratitdae;Protocyptendoceras longicameratum;actively mobile, suspension feeder (Mironenko, 2018);"Van Roy et al., 2015 ; Kröger and Lefebvre, 2012";;;large straight slender or curved shells with heavy endosiphuncular deposits;;26 mm diameter;;;;;;;;
97;Mollusca;Other;Other;Other;Possible soft-bodied mollusc;;Van Roy et al., 2015;Rare;;not in feeding list;;;;;;;;;;
98;;;;;Nautiloidea ?????;;;;;;;;;;;;;;;
99;Annelida;Machaeridia;Turrilepadomorpha;Plumulitidae;Plumulites bengtsoni;scavenger or predator, epibenthic;Vinther et al., 2008, Van Roy et al., 2015, Parry et al., 2019;Rare;Lower Fezouata Formation;sediment-filled gut;Plumulites bengstoni (spelling mistake);58 mm, width ???;;;;;;;;
100;Annelida;Machaeridia (?);-;Plumulitidae;Large plumulitid;;Vinther et al., 2008, Van Roy et al., 2015;Rare;Lower Fezouata Formation;;;maybe a bit more than Plumulites bengtsoni since it is qualified as large ?;;;;;;;;undet. Machaeridia - 28 mm
101;Annelida;Polychaeta;Phyllodocida;Phyllodocidae;Possible phyllodocid;predator or scavenger (based on current species);Van Roy et al., 2015;Rare;;;;;;;;;;;;
102;Annelida;Polychaeta;-;-;Polychaete 1;epibenthic;Van Roy et al., 2015;Rare;;not in feeding list;;;;;;;;;;
103;Annelida;Polychaeta;-;-;Polychaete2;;Van Roy et al., 2015;Rare;;not in feeding list;;;;;;;;;;
104;Annelida;;;;Probable annelid 1;;Van Roy et al., 2015;Common;;not in feeding list;;;;;;;;;;
105;Annelida;;;;Probable annelid 2;;Van Roy et al., 2015;Rare;;not in feeding list;;;;;;;;;;
106;Annelida;;;;Isolated scolecodonts;;Van Roy et al., 2015;;;not in feeding list;;;;;;;;;;
107;Cycloneuralia;Palaeoscolecida (in Priapulida ?);;;Palaeoscolex cf. tenensis;small prey (small larval stages of invertebrates)(small teeth) and edible particles (ex: detritus), endobenthic ?, deposit feeding ?(martin et al, 2016?);Van Roy et al., 2015, Martin et al., 2016, Kouraiss et al., 2018;Locally common, 38 specimens;;one specimen with a digestive tract filled with sediment-like material (most probably deposit feeding - 2), epibenthic ?, une autre espèce ailleurs avait petit arthoropode dans gut, en général, semble être omnivore - ingère sédiments aussi un peu comme priapulides modernes (donc ingère sédiments et mange petits trucs morts ou vivants sur son passage);;2-5cm long ou plus,  max 3 cm wide;;;;;;;;
108;Cycloneuralia (Priapulida ?);Priapulida;;;Priapulid;endobenthic, carnivore/scavenger ?;Van Roy et al., 2015;Rare;;;;4-24 mm (undet. Priapulida YPM);;;;;;;;
109;Lobopodians;-;-;-;Large taxon with spinose limbs;filter feeder ?;Van Roy et al., 2015, Caron et Aria, 2017 (ecology);Rare;;Youngest occurrence;;;;;;;;;;
110;Lobopodians;-;-;-;Small taxon with spinose limbs;filter feeder ?;Van Roy et al., 2015, Caron et Aria, 2017 (ecology);Rare;;Youngest occurrence;;;;;;;;;;
111;Lobopodians;-;-;-;Armoured lobopodian 1;Predator of sponges ??? Dunne, 2010;Van Roy et al., 2015;Locally common;;Youngest occurrence;;;;;des lobopodes? quelconques de 9-17 mm, mais poss. incomplets ?, undet. Lobopodia - ~63mm (Yale Peabody Museum);;;;;
112;Lobopodians;-;-;-;Armoured lobopodian 2;Predator of sponges ??? Dunne, 2011;Van Roy et al., 2015;Rare;;Youngest occurrence;;;;;;;;;;
113;Lobopodians;-;-;-;Armoured lobopodian 3;Predator of sponges ??? Dunne, 2012;Van Roy et al., 2015;Rare;;Youngest occurrence;;;;;;;;;;
114;Lobopodians;;;;Diania-like lobopodian;predator of sponges ?;Martin, thesis;;;so armoured ?;;;;;;;;;;
115;Arthropoda;Dinocaridida ?;Radiodonta, Anomalocaridids;Hurdiidae;Aegirocassis benmoulai;filter feeder (mesoplankton);"Van Roy et al., 2015anomalocaridid, Van Roy et al., 2015 ; Potin et al., 2021";Common - Locally abundant;Lower Fezouata Formation;Youngest occurrence;;2 m;;;;;;;;
116;Arthropoda;Dinocaridida ?;Radiodonta;Hurdiidae;Hurdiid 2;predator that sifts sediments (so eats benthic stuff), epibenthic (since its sifts, maybe not to big preys ??? Since not really hunting ??);Van Roy et al., 2015;Rare;;Youngest occurrence;;80 to 300 mm ?;;;;;;;;
117;Arthropoda;Dinocaridida ?;Radiodonta;Hurdiidae;Hurdiid 3;predator that sifts sediments (so eats benthic stuff), epibenthic;Van Roy et al., 2015;Rare;;Youngest occurrence;;80 to 300 mm ?;;;;;;;;
118;Arthropoda;Dinocaridida ?;Radiodonta;Hurdiidae;Hurdiid 4;predator that sifts sediments (so eats benthic stuff), epibenthic;Van Roy et al., 2015;Rare;;Youngest occurrence;;80 to 300 mm ?;;;;;;;;
119;;;;;Hurdia sp.;predator that sifts sediments (so eats benthic stuff), epibenthic;Specimen au Yale Peabody museum;;;;;40 mm;;;;;;;;
120;Arthropoda;Dinocaridida ?;Radiodonta;-;Anomalocaris-like taxon;possibly nektonic carnivore like Anomalocaris ?;Van Roy et al., 2015;Rare;;Youngest occurrence;;;;;;;;;;
121;Arthropoda;Dinocaridida ?;Radiodonta;Amplectobeluidae;amplectobeluids;nektonic carnivore;Álvaro et al., 2019;;;;;;;;;;;;;
122;Arthropoda;Pancrustacea (clade);Canadaspidida (synonym Hymenocarina?);-;Canadaspidid;mobile, nektobenthic, deposit feeder (ROM);Van Roy et al., 2015;Rare;;Youngest occurrence;Hymenocarina = Canadaspidida, Canadspidid;;;;;;;;;
123;Arthropoda;Marrellomorpha;Marrellida;Mimetasteridae;Furca sp. 1;filter-feeder;Van Roy et al., 2015;Common;;Marella would be a nektobenthic filter-feeder (García-Bellido, D. C., & Collins, D. H. (2006)) or marrellomorphs = scavengers/deposit feeders (but other group ?), Rak et al., 2012 disent benthic?, mais faut voir plus de détails des appendages;;13-40 mm;;;;;;;;
124;Arthropoda;Marrellomorpha;Marrellida;Mimetasteridae;Furca sp. 2;filter-feeder;Van Roy et al., 2015;Common;;;;;;;;;;;;
125;Arthropoda;Marrellomorpha;Marrellida;Mimetasteridae;Furca sp. 3;filter-feeder;Van Roy et al., 2015;Rare;;;;;;;;;;;;
126;Arthropoda;Marrellomorpha;Marrellida;Marrellidae;Marrella sp.;filter-feeder;Specimen at Yale Peabody Museum;;;;;morceau de 28 mm (arc de cercle);;;;;;;;
127;Arthropoda;Marrellomorpha;Acercosteraca;Vachonisiidae;Enosiaspis hrungnir;epibenthic, scavenger/deposit feeder;Legg, 2016, Van Roy et al., 2015;Rare ?;;Same specimen as next line ?;;7-15 mm;;;;;;;;
128;Arthropoda;Megacheira;;Leanchoiliidae;Leanchoilia sp.;predator, nekto-epibenthic, agile (Garcia-Bellido et Collins, 2007, Haug et al, 2012);Van Roy et al., 2015, Specimen at Yale Peabody Museum;Locally common;;Youngest occurrence;;24-32 mm;;;;;;;;
129;Arthropoda;-;;-;Possible waptiid;Waptia was active swimming predator of soft prey items or soft tissues from carcasses (Vannier et al., 2018) or scavenger (Strausfeld, 2016) (Dunne put that it eats small hyoliths and other soft bodied stuff in Burgess and detritus in Chenjiang);Van Roy et al., 2015;Rare;;Youngest occurrence;;20-110 mm selon sp.(Hou et al., 2009);;;;;;;;
130;Arthropoda;Chelicerata ? (subphylum);;Mollisoniidae;Thelxiope sp.;epibenthic;"Van Roy et al., 2015; Aria et Caron, 2019 (supp.)";Locally abundant;Upper Fezouata Formation;Youngest occurrence, also a mythical greek mermaid, CAN'T FIND WHAT THEY EAT ???;;10-40 mm (Photos Yale Peabody Museum);;;;;;;;
131;Arthropoda;Chelicerata ? (subphylum);;Mollisoniidae;Mollisonia sp. 1;epibenthic, predatory ?? (one species in Aria et Caron, 2019);Van Roy et al., 2015;Rare;;Youngest occurrence, CAN'T FIND WHAT THEY EAT ???;;;;CAN'T FIND WHAT THEY EAT ???;;;;;;
132;Arthropoda;Chelicerata ? (subphylum);;Mollisoniidae;Mollisonia sp. 2;;Van Roy et al., 2015;Rare;;Youngest occurrence, CAN'T FIND WHAT THEY EAT ???;;;;;;;;;;
133;Arthropoda;Chelicerata (subphylum);;-;Basal chelicerate;;Van Roy et al., 2015;Rare;;Earliest occurrence, too vague to be used;;;;;;;;;;
134;Arthropoda;Chelicerata (subphylum);Xiphosura;-; 'Synziphosurine'/Synziphosurina?(YPM);fast-moving, predator;Lustri et al., 2020, Van Roy et al., 2015;Common - Locally abundant;;Earliest occurrence, Thèse Martin-petite limule ?;;3-9 mm;;;;;;;;
135;Arthropoda;Chelicerata (subphylum), Dekatriata (clade);;-;Chasmataspidid;epibenthic, one species during the Devonian probably preyed on small infaunal and semi infaunal organisms such as bivalves and inarticulate brachiopods, but not much evidence (Poschmann et al., 2005), probably benthic predator with mode of life like xiphosurans, maybe ate small phyllocarid and ostracods, maybe worms like xiphosurans (Dunlop, 2002);Van Roy et al., 2015;Rare;;Earliest occurrence, Hoplitaspis aurait été un prédateur de trucs relativement mous épibenthiques, mais d'autres espèces plus tard font autre chose ??;;12-16 mm;;;;;;;;
136;Arthropoda;Chelicerata (subphylum), Dekatriata (clade), Sclerophorata (clade);;-;Eurypterid 1;nektobenthic, prédateur, mangerait trilobites et autres euryptérides, potentiellement peu spécialisé, car morphologie appendices peu spécialisée;Van Roy et al., 2015;Fragments common;;Earliest occurrence, personne ne les a étudié;;YPM ????, one jaw fragment 10mm long;;;;;;;;
137;Arthropoda;Chelicerata (subphylum), Dekatriata (clade), Sclerophorata (clade);;-;Eurypterid 2;nektobenthic, prédateur, mangerait trilobites et autres euryptérides, potentiellement peu spécialisé, car morphologie appendices peu spécialisée;Van Roy et al., 2015;Rare;;Earliest occurrence;;YPM ????;;;;;;;;
